id,full_name,first_name,last_name,gender,country
76,Adalbert von Merseburg,Adalbert,von Merseburg,male,Germany
77,Adalbert von Miltenberg,Adalbert,von Miltenberg,male,Germany
78,Adalbert von Minden,Adalbert,von Minden,male,Germany
79,Adalbert von Munich,Adalbert,von Munich,male,Germany
80,Adalbert von Munster,Adalbert,von Munster,male,Germany
81,Adalbert von Naumburg,Adalbert,von Naumburg,male,Germany
82,Adalbert von Neubrandenburg,Adalbert,von Neubrandenburg,male,Germany
83,Adalbert von Nordhausen,Adalbert,von Nordhausen,male,Germany
84,Adalbert von Nuremberg,Adalbert,von Nuremberg,male,Germany
85,Adalbert von Oldenburg,Adalbert,von Oldenburg,male,Germany
86,Adalbert von Oppenheim,Adalbert,von Oppenheim,male,Germany
87,Adalbert von Osnabruck,Adalbert,von Osnabruck,male,Germany
88,Adalbert von Paderborn,Adalbert,von Paderborn,male,Germany
89,Adalbert von Passau,Adalbert,von Passau,male,Germany
90,Adalbert von Pforzheim,Adalbert,von Pforzheim,male,Germany
91,Adalbert von Plauen,Adalbert,von Plauen,male,Germany
92,Adalbert von Potsdam,Adalbert,von Potsdam,male,Germany
93,Adalbert von Prenzlau,Adalbert,von Prenzlau,male,Germany
94,Adalbert von Quedlinburg,Adalbert,von Quedlinburg,male,Germany
95,Adalbert von Regensburg,Adalbert,von Regensburg,male,Germany
96,Adalbert von Reutlingen,Adalbert,von Reutlingen,male,Germany
97,Adalbert von Rostock,Adalbert,von Rostock,male,Germany
98,Adalbert von Rothenburg,Adalbert,von Rothenburg,male,Germany
99,Adalbert von Schwerin,Adalbert,von Schwerin,male,Germany
100,Adalbert von Soest,Adalbert,von Soest,male,Germany
101,Adalbert von Spandau,Adalbert,von Spandau,male,Germany
102,Adalbert von Speyer,Adalbert,von Speyer,male,Germany
103,Adalbert von Stade,Adalbert,von Stade,male,Germany
104,Adalbert von Stralsund,Adalbert,von Stralsund,male,Germany
105,Adalbert von Stuttgart,Adalbert,von Stuttgart,male,Germany
106,Adalbert von Suhl,Adalbert,von Suhl,male,Germany
107,Adalbert von Torgau,Adalbert,von Torgau,male,Germany
108,Adalbert von Trier,Adalbert,von Trier,male,Germany
109,Adalbert von Tubingen,Adalbert,von Tubingen,male,Germany
110,Adalbert von Ulm,Adalbert,von Ulm,male,Germany
111,Adalbert von Weimar,Adalbert,von Weimar,male,Germany
112,Adalbert von Werden,Adalbert,von Werden,male,Germany
113,Adalbert von Wesel,Adalbert,von Wesel,male,Germany
114,Adalbert von Wetzlar,Adalbert,von Wetzlar,male,Germany
115,Adalbert von Wismar,Adalbert,von Wismar,male,Germany
116,Adalbert von Wittenberg,Adalbert,von Wittenberg,male,Germany
117,Adalbert von Worms,Adalbert,von Worms,male,Germany
118,Adalbert von Wurzburg,Adalbert,von Wurzburg,male,Germany
119,Adalbert von Xanten,Adalbert,von Xanten,male,Germany
120,Adalbert von Zwickau,Adalbert,von Zwickau,male,Germany
121,Adam of Abingdon,Adam,of Abingdon,male,England
122,Adam of Alnwick,Adam,of Alnwick,male,England
123,Adam of Amesbury,Adam,of Amesbury,male,England
124,Adam of Andover,Adam,of Andover,male,England
125,Adam of Appleby,Adam,of Appleby,male,England
126,Adam of Arundel,Adam,of Arundel,male,England
127,Adam of Bamburgh,Adam,of Bamburgh,male,England
128,Adam of Barnstaple,Adam,of Barnstaple,male,England
129,Adam of Basingstoke,Adam,of Basingstoke,male,England
130,Adam of Bath,Adam,of Bath,male,England
131,Adam of Bedford,Adam,of Bedford,male,England
132,Adam of Beverley,Adam,of Beverley,male,England
133,Adam of Bodmin,Adam,of Bodmin,male,England
134,Adam of Bolton,Adam,of Bolton,male,England
135,Adam of Boston,Adam,of Boston,male,England
136,Adam of Bridgnorth,Adam,of Bridgnorth,male,England
137,Adam of Bridgwater,Adam,of Bridgwater,male,England
138,Adam of Bristol,Adam,of Bristol,male,England
139,Adam of Cambridge,Adam,of Cambridge,male,England
140,Adam of Canterbury,Adam,of Canterbury,male,England
141,Adam of Canvey,Adam,of Canvey,male,England
142,Adam of Carlisle,Adam,of Carlisle,male,England
143,Adam of Chester,Adam,of Chester,male,England
144,Adam of Chesterfield,Adam,of Chesterfield,male,England
145,Adam of Chichester,Adam,of Chichester,male,England
146,Adam of Cirencester,Adam,of Cirencester,male,England
147,Adam of Colchester,Adam,of Colchester,male,England
148,Adam of Coventry,Adam,of Coventry,male,England
149,Adam of Croydon,Adam,of Croydon,male,England
150,Adam of Derby,Adam,of Derby,male,England
151,Adam of Devizes,Adam,of Devizes,male,England
152,Adam of Doncaster,Adam,of Doncaster,male,England
153,Adam of Dorchester,Adam,of Dorchester,male,England
154,Adam of Dover,Adam,of Dover,male,England
155,Adam of Droitwich,Adam,of Droitwich,male,England
156,Adam of Dunwich,Adam,of Dunwich,male,England
157,Adam of Durham,Adam,of Durham,male,England
158,Adam of Ely,Adam,of Ely,male,England
159,Adam of Evesham,Adam,of Evesham,male,England
160,Adam of Exeter,Adam,of Exeter,male,England
161,Adam of Faversham,Adam,of Faversham,male,England
162,Adam of Gloucester,Adam,of Gloucester,male,England
163,Adam of Grantham,Adam,of Grantham,male,England
164,Adam of Guildford,Adam,of Guildford,male,England
165,Adam of Hampstead,Adam,of Hampstead,male,England
166,Adam of Hastings,Adam,of Hastings,male,England
167,Adam of Hereford,Adam,of Hereford,male,England
168,Adam of Hexham,Adam,of Hexham,male,England
169,Adam of Horsham,Adam,of Horsham,male,England
170,Adam of Hull,Adam,of Hull,male,England
171,Adam of Huntingdon,Adam,of Huntingdon,male,England
172,Adam of Ipswich,Adam,of Ipswich,male,England
173,Adam of Kendal,Adam,of Kendal,male,England
174,Adam of Kidderminster,Adam,of Kidderminster,male,England
175,Adam of Kingston,Adam,of Kingston,male,England
176,Adam of Lancaster,Adam,of Lancaster,male,England
177,Adam of Launceston,Adam,of Launceston,male,England
178,Adam of Leeds,Adam,of Leeds,male,England
179,Adam of Leicester,Adam,of Leicester,male,England
180,Adam of Lewes,Adam,of Lewes,male,England
181,Adam of Lichfield,Adam,of Lichfield,male,England
182,Adam of Lincoln,Adam,of Lincoln,male,England
183,Adam of Liverpool,Adam,of Liverpool,male,England
184,Adam of London,Adam,of London,male,England
185,Adam of Ludlow,Adam,of Ludlow,male,England
186,Adam of Lynn,Adam,of Lynn,male,England
187,Adam of Macclesfield,Adam,of Macclesfield,male,England
188,Adam of Maldon,Adam,of Maldon,male,England
189,Adam of Malmesbury,Adam,of Malmesbury,male,England
190,Adam of Manchester,Adam,of Manchester,male,England
191,Adam of Mansfield,Adam,of Mansfield,male,England
192,Adam of Marlborough,Adam,of Marlborough,male,England
193,Adam of Morpeth,Adam,of Morpeth,male,England
194,Adam of Newark,Adam,of Newark,male,England
195,Adam of Newcastle,Adam,of Newcastle,male,England
196,Adam of Northampton,Adam,of Northampton,male,England
197,Adam of Norwich,Adam,of Norwich,male,England
198,Adam of Nottingham,Adam,of Nottingham,male,England
199,Adam of Oxford,Adam,of Oxford,male,England
200,Adam of Pershore,Adam,of Pershore,male,England
201,Adam of Peterborough,Adam,of Peterborough,male,England
202,Adam of Plymouth,Adam,of Plymouth,male,England
203,Adam of Pontefract,Adam,of Pontefract,male,England
204,Adam of Portsmouth,Adam,of Portsmouth,male,England
205,Adam of Preston,Adam,of Preston,male,England
206,Adam of Reading,Adam,of Reading,male,England
207,Adam of Reigate,Adam,of Reigate,male,England
208,Adam of Ripon,Adam,of Ripon,male,England
209,Adam of Rochester,Adam,of Rochester,male,England
210,Adam of Romsey,Adam,of Romsey,male,England
211,Adam of Rotherham,Adam,of Rotherham,male,England
212,Adam of Rye,Adam,of Rye,male,England
213,Adam of Salford,Adam,of Salford,male,England
214,Adam of Salisbury,Adam,of Salisbury,male,England
215,Adam of Sandwich,Adam,of Sandwich,male,England
216,Adam of Scarborough,Adam,of Scarborough,male,England
217,Adam of Shaftesbury,Adam,of Shaftesbury,male,England
218,Adam of Sheffield,Adam,of Sheffield,male,England
219,Adam of Sherborne,Adam,of Sherborne,male,England
220,Adam of Shrewsbury,Adam,of Shrewsbury,male,England
221,Adam of Southampton,Adam,of Southampton,male,England
222,Adam of Southwark,Adam,of Southwark,male,England
223,Adam of Stafford,Adam,of Stafford,male,England
224,Adam of Stamford,Adam,of Stamford,male,England
225,Adam of Tamworth,Adam,of Tamworth,male,England
226,Adam of Taunton,Adam,of Taunton,male,England
227,Adam of Tewkesbury,Adam,of Tewkesbury,male,England
228,Adam of Thetford,Adam,of Thetford,male,England
229,Adam of Totnes,Adam,of Totnes,male,England
230,Adam of Truro,Adam,of Truro,male,England
231,Adam of Wakefield,Adam,of Wakefield,male,England
232,Adam of Warwick,Adam,of Warwick,male,England
233,Adam of Wells,Adam,of Wells,male,England
234,Adam of Westminster,Adam,of Westminster,male,England
235,Adam of Wigan,Adam,of Wigan,male,England
236,Adam of Wilton,Adam,of Wilton,male,England
237,Adam of Winchester,Adam,of Winchester,male,England
238,Adam of Windsor,Adam,of Windsor,male,England
239,Adam of Worcester,Adam,of Worcester,male,England
240,Adam of York,Adam,of York,male,England
241,Adelasia di Agrigento,Adelasia,di Agrigento,female,Italy
242,Adelasia di Alba,Adelasia,di Alba,female,Italy
243,Adelasia di Albenga,Adelasia,di Albenga,female,Italy
244,Adelasia di Alessandria,Adelasia,di Alessandria,female,Italy
245,Adelasia di Alghero,Adelasia,di Alghero,female,Italy
246,Adelasia di Amalfi,Adelasia,di Amalfi,female,Italy
247,Adelasia di Ancona,Adelasia,di Ancona,female,Italy
248,Adelasia di Andria,Adelasia,di Andria,female,Italy
249,Adelasia di Aquila,Adelasia,di Aquila,female,Italy
250,Adelasia di Aquileia,Adelasia,di Aquileia,female,Italy
251,Adelasia di Arezzo,Adelasia,di Arezzo,female,Italy
252,Adelasia di Ascoli,Adelasia,di Ascoli,female,Italy
253,Adelasia di Assisi,Adelasia,di Assisi,female,Italy
254,Adelasia di Asti,Adelasia,di Asti,female,Italy
255,Adelasia di Avellino,Adelasia,di Avellino,female,Italy
256,Adelasia di Aversa,Adelasia,di Aversa,female,Italy
257,Adelasia di Bari,Adelasia,di Bari,female,Italy
258,Adelasia di Barletta,Adelasia,di Barletta,female,Italy
259,Adelasia di Belluno,Adelasia,di Belluno,female,Italy
260,Adelasia di Benevento,Adelasia,di Benevento,female,Italy
261,Adelasia di Bergamo,Adelasia,di Bergamo,female,Italy
262,Adelasia di Bitonto,Adelasia,di Bitonto,female,Italy
263,Adelasia di Bologna,Adelasia,di Bologna,female,Italy
264,Adelasia di Brescia,Adelasia,di Brescia,female,Italy
265,Adelasia di Brindisi,Adelasia,di Brindisi,female,Italy
266,Adelasia di Cagliari,Adelasia,di Cagliari,female,Italy
267,Adelasia di Camerino,Adelasia,di Camerino,female,Italy
268,Adelasia di Campobasso,Adelasia,di Campobasso,female,Italy
269,Adelasia di Capua,Adelasia,di Capua,female,Italy
270,Adelasia di Caserta,Adelasia,di Caserta,female,Italy
271,Adelasia di Catania,Adelasia,di Catania,female,Italy
272,Adelasia di Catanzaro,Adelasia,di Catanzaro,female,Italy
273,Adelasia di Cesena,Adelasia,di Cesena,female,Italy
274,Adelasia di Chieti,Adelasia,di Chieti,female,Italy
275,Adelasia di Como,Adelasia,di Como,female,Italy
276,Adelasia di Cortona,Adelasia,di Cortona,female,Italy
277,Adelasia di Cosenza,Adelasia,di Cosenza,female,Italy
278,Adelasia di Cremona,Adelasia,di Cremona,female,Italy
279,Adelasia di Crotone,Adelasia,di Crotone,female,Italy
280,Adelasia di Enna,Adelasia,di Enna,female,Italy
281,Adelasia di Faenza,Adelasia,di Faenza,female,Italy
282,Adelasia di Fano,Adelasia,di Fano,female,Italy
283,Adelasia di Fermo,Adelasia,di Fermo,female,Italy
284,Adelasia di Ferrara,Adelasia,di Ferrara,female,Italy
285,Adelasia di Florence,Adelasia,di Florence,female,Italy
286,Adelasia di Foggia,Adelasia,di Foggia,female,Italy
287,Adelasia di Foligno,Adelasia,di Foligno,female,Italy
288,Adelasia di Forli,Adelasia,di Forli,female,Italy
289,Adelasia di Gaeta,Adelasia,di Gaeta,female,Italy
290,Adelasia di Genoa,Adelasia,di Genoa,female,Italy
291,Adelasia di Gubbio,Adelasia,di Gubbio,female,Italy
292,Adelasia di Iglesias,Adelasia,di Iglesias,female,Italy
293,Adelasia di Imola,Adelasia,di Imola,female,Italy
294,Adelasia di Isernia,Adelasia,di Isernia,female,Italy
295,Adelasia di La Spezia,Adelasia,di La Spezia,female,Italy
296,Adelasia di Lecce,Adelasia,di Lecce,female,Italy
297,Adelasia di Lodi,Adelasia,di Lodi,female,Italy
298,Adelasia di Loreto,Adelasia,di Loreto,female,Italy
299,Adelasia di Lucca,Adelasia,di Lucca,female,Italy
300,Adelasia di Macerata,Adelasia,di Macerata,female,Italy
301,Adelasia di Mantua,Adelasia,di Mantua,female,Italy
302,Adelasia di Marsala,Adelasia,di Marsala,female,Italy
303,Adelasia di Matera,Adelasia,di Matera,female,Italy
304,Adelasia di Melfi,Adelasia,di Melfi,female,Italy
305,Adelasia di Messina,Adelasia,di Messina,female,Italy
306,Adelasia di Milan,Adelasia,di Milan,female,Italy
307,Adelasia di Modena,Adelasia,di Modena,female,Italy
308,Adelasia di Monopoli,Adelasia,di Monopoli,female,Italy
309,Adelasia di Naples,Adelasia,di Naples,female,Italy
310,Adelasia di Narni,Adelasia,di Narni,female,Italy
311,Adelasia di Nola,Adelasia,di Nola,female,Italy
312,Adelasia di Novara,Adelasia,di Novara,female,Italy
313,Adelasia di Oristano,Adelasia,di Oristano,female,Italy
314,Adelasia di Orvieto,Adelasia,di Orvieto,female,Italy
315,Adelasia di Otranto,Adelasia,di Otranto,female,Italy
316,Adelasia di Padua,Adelasia,di Padua,female,Italy
317,Adelasia di Palermo,Adelasia,di Palermo,female,Italy
318,Adelasia di Parma,Adelasia,di Parma,female,Italy
319,Adelasia di Pavia,Adelasia,di Pavia,female,Italy
320,Adelasia di Perugia,Adelasia,di Perugia,female,Italy
321,Adelasia di Pesaro,Adelasia,di Pesaro,female,Italy
322,Adelasia di Piacenza,Adelasia,di Piacenza,female,Italy
323,Adelasia di Pisa,Adelasia,di Pisa,female,Italy
324,Adelasia di Pistoia,Adelasia,di Pistoia,female,Italy
325,Adelasia di Potenza,Adelasia,di Potenza,female,Italy
326,Adelasia di Prato,Adelasia,di Prato,female,Italy
327,Adelasia di Ragusa,Adelasia,di Ragusa,female,Italy
328,Adelasia di Ravenna,Adelasia,di Ravenna,female,Italy
329,Adelasia di Reggio,Adelasia,di Reggio,female,Italy
330,Adelasia di Reggio Calabria,Adelasia,di Reggio Calabria,female,Italy
331,Adelasia di Rimini,Adelasia,di Rimini,female,Italy
332,Adelasia di Rome,Adelasia,di Rome,female,Italy
333,Adelasia di Salerno,Adelasia,di Salerno,female,Italy
334,Adelasia di San Gimignano,Adelasia,di San Gimignano,female,Italy
335,Adelasia di Sanremo,Adelasia,di Sanremo,female,Italy
336,Adelasia di Sarzana,Adelasia,di Sarzana,female,Italy
337,Adelasia di Sassari,Adelasia,di Sassari,female,Italy
338,Adelasia di Savona,Adelasia,di Savona,female,Italy
339,Adelasia di Siena,Adelasia,di Siena,female,Italy
340,Adelasia di Sorrento,Adelasia,di Sorrento,female,Italy
341,Adelasia di Spoleto,Adelasia,di Spoleto,female,Italy
342,Adelasia di Syracuse,Adelasia,di Syracuse,female,Italy
343,Adelasia di Taranto,Adelasia,di Taranto,female,Italy
344,Adelasia di Teramo,Adelasia,di Teramo,female,Italy
345,Adelasia di Tivoli,Adelasia,di Tivoli,female,Italy
346,Adelasia di Todi,Adelasia,di Todi,female,Italy
347,Adelasia di Tortona,Adelasia,di Tortona,female,Italy
348,Adelasia di Trani,Adelasia,di Trani,female,Italy
349,Adelasia di Trapani,Adelasia,di Trapani,female,Italy
350,Adelasia di Treviso,Adelasia,di Treviso,female,Italy
351,Adelasia di Trieste,Adelasia,di Trieste,female,Italy
352,Adelasia di Turin,Adelasia,di Turin,female,Italy
353,Adelasia di Udine,Adelasia,di Udine,female,Italy
354,Adelasia di Urbino,Adelasia,di Urbino,female,Italy
355,Adelasia di Venice,Adelasia,di Venice,female,Italy
356,Adelasia di Vercelli,Adelasia,di Vercelli,female,Italy
357,Adelasia di Verona,Adelasia,di Verona,female,Italy
358,Adelasia di Vicenza,Adelasia,di Vicenza,female,Italy
359,Adelasia di Viterbo,Adelasia,di Viterbo,female,Italy
360,Adelasia di Volterra,Adelasia,di Volterra,female,Italy
361,Adele de Abbeville,Adele,de Abbeville,female,France
362,Adele de Agen,Adele,de Agen,female,France
363,Adele de Aix,Adele,de Aix,female,France
364,Adele de Albi,Adele,de Albi,female,France
365,Adele de Alencon,Adele,de Alencon,female,France
366,Adele de Amiens,Adele,de Amiens,female,France
367,Adele de Angers,Adele,de Angers,female,France
368,Adele de Angouleme,Adele,de Angouleme,female,France
369,Adele de Arles,Adele,de Arles,female,France
370,Adele de Arras,Adele,de Arras,female,France
371,Adele de Auch,Adele,de Auch,female,France
372,Adele de Autun,Adele,de Autun,female,France
373,Adele de Auxerre,Adele,de Auxerre,female,France
374,Adele de Avignon,Adele,de Avignon,female,France
375,Adele de Avranches,Adele,de Avranches,female,France
376,Adele de Bar le Duc,Adele,de Bar le Duc,female,France
377,Adele de Bayeux,Adele,de Bayeux,female,France
378,Adele de Bayonne,Adele,de Bayonne,female,France
379,Adele de Beaucaire,Adele,de Beaucaire,female,France
380,Adele de Beaune,Adele,de Beaune,female,France
381,Adele de Beauvais,Adele,de Beauvais,female,France
382,Adele de Bergerac,Adele,de Bergerac,female,France
383,Adele de Besancon,Adele,de Besancon,female,France
384,Adele de Beziers,Adele,de Beziers,female,France
385,Adele de Blois,Adele,de Blois,female,France
386,Adele de Bordeaux,Adele,de Bordeaux,female,France
387,Adele de Boulogne,Adele,de Boulogne,female,France
388,Adele de Bourges,Adele,de Bourges,female,France
389,Adele de Brest,Adele,de Brest,female,France
390,Adele de Caen,Adele,de Caen,female,France
391,Adele de Cahors,Adele,de Cahors,female,France
392,Adele de Calais,Adele,de Calais,female,France
393,Adele de Cambrai,Adele,de Cambrai,female,France
394,Adele de Carcassonne,Adele,de Carcassonne,female,France
395,Adele de Chalon,Adele,de Chalon,female,France
396,Adele de Chalons,Adele,de Chalons,female,France
397,Adele de Chartres,Adele,de Chartres,female,France
398,Adele de Chateauroux,Adele,de Chateauroux,female,France
399,Adele de Chinon,Adele,de Chinon,female,France
400,Adele de Clermont,Adele,de Clermont,female,France
401,Adele de Cognac,Adele,de Cognac,female,France
402,Adele de Colmar,Adele,de Colmar,female,France
403,Adele de Compiegne,Adele,de Compiegne,female,France
404,Adele de Coutances,Adele,de Coutances,female,France
405,Adele de Dax,Adele,de Dax,female,France
406,Adele de Dieppe,Adele,de Dieppe,female,France
407,Adele de Dijon,Adele,de Dijon,female,France
408,Adele de Dol,Adele,de Dol,female,France
409,Adele de Dole,Adele,de Dole,female,France
410,Adele de Douai,Adele,de Douai,female,France
411,Adele de Epinal,Adele,de Epinal,female,France
412,Adele de Etampes,Adele,de Etampes,female,France
413,Adele de Evreux,Adele,de Evreux,female,France
414,Adele de Fecamp,Adele,de Fecamp,female,France
415,Adele de Foix,Adele,de Foix,female,France
416,Adele de Gisors,Adele,de Gisors,female,France
417,Adele de Grasse,Adele,de Grasse,female,France
418,Adele de Grenoble,Adele,de Grenoble,female,France
419,Adele de Harfleur,Adele,de Harfleur,female,France
420,Adele de Honfleur,Adele,de Honfleur,female,France
421,Adele de La Rochelle,Adele,de La Rochelle,female,France
422,Adele de Laon,Adele,de Laon,female,France
423,Adele de Le Mans,Adele,de Le Mans,female,France
424,Adele de Le Puy,Adele,de Le Puy,female,France
425,Adele de Lille,Adele,de Lille,female,France
426,Adele de Limoges,Adele,de Limoges,female,France
427,Adele de Lisieux,Adele,de Lisieux,female,France
428,Adele de Loches,Adele,de Loches,female,France
429,Adele de Lyon,Adele,de Lyon,female,France
430,Adele de Macon,Adele,de Macon,female,France
431,Adele de Mantes,Adele,de Mantes,female,France
432,Adele de Marseille,Adele,de Marseille,female,France
433,Adele de Meaux,Adele,de Meaux,female,France
434,Adele de Melun,Adele,de Melun,female,France
435,Adele de Mende,Adele,de Mende,female,France
436,Adele de Metz,Adele,de Metz,female,France
437,Adele de Montargis,Adele,de Montargis,female,France
438,Adele de Montpellier,Adele,de Montpellier,female,France
439,Adele de Moulins,Adele,de Moulins,female,France
440,Adele de Mulhouse,Adele,de Mulhouse,female,France
441,Adele de Nancy,Adele,de Nancy,female,France
442,Adele de Nantes,Adele,de Nantes,female,France
443,Adele de Narbonne,Adele,de Narbonne,female,France
444,Adele de Nevers,Adele,de Nevers,female,France
445,Adele de Nice,Adele,de Nice,female,France
446,Adele de Nimes,Adele,de Nimes,female,France
447,Adele de Niort,Adele,de Niort,female,France
448,Adele de Noyon,Adele,de Noyon,female,France
449,Adele de Orleans,Adele,de Orleans,female,France
450,Adele de Paris,Adele,de Paris,female,France
451,Adele de Pau,Adele,de Pau,female,France
452,Adele de Perigueux,Adele,de Perigueux,female,France
453,Adele de Poitiers,Adele,de Poitiers,female,France
454,Adele de Pontoise,Adele,de Pontoise,female,France
455,Adele de Provins,Adele,de Provins,female,France
456,Adele de Quimper,Adele,de Quimper,female,France
457,Adele de Reims,Adele,de Reims,female,France
458,Adele de Rennes,Adele,de Rennes,female,France
459,Adele de Rodez,Adele,de Rodez,female,France
460,Adele de Rouen,Adele,de Rouen,female,France
461,Adele de Saint Malo,Adele,de Saint Malo,female,France
462,Adele de Saint Omer,Adele,de Saint Omer,female,France
463,Adele de Saintes,Adele,de Saintes,female,France
464,Adele de Sarlat,Adele,de Sarlat,female,France
465,Adele de Saumur,Adele,de Saumur,female,France
466,Adele de Senlis,Adele,de Senlis,female,France
467,Adele de Sens,Adele,de Sens,female,France
468,Adele de Soissons,Adele,de Soissons,female,France
469,Adele de Strasbourg,Adele,de Strasbourg,female,France
470,Adele de Tarbes,Adele,de Tarbes,female,France
471,Adele de Toul,Adele,de Toul,female,France
472,Adele de Toulon,Adele,de Toulon,female,France
473,Adele de Toulouse,Adele,de Toulouse,female,France
474,Adele de Tours,Adele,de Tours,female,France
475,Adele de Troyes,Adele,de Troyes,female,France
476,Adele de Valence,Adele,de Valence,female,France
477,Adele de Vannes,Adele,de Vannes,female,France
478,Adele de Vendome,Adele,de Vendome,female,France
479,Adele de Verdun,Adele,de Verdun,female,France
480,Adele de Vienne,Adele,de Vienne,female,France
481,Adelheid von Aachen,Adelheid,von Aachen,female,Germany
482,Adelheid von Ansbach,Adelheid,von Ansbach,female,Germany
483,Adelheid von Aschaffenburg,Adelheid,von Aschaffenburg,female,Germany
484,Adelheid von Augsburg,Adelheid,von Augsburg,female,Germany
485,Adelheid von Bamberg,Adelheid,von Bamberg,female,Germany
